,성별,구매일자,대분류코드,구매금액
1070,F,201504,1,46134411
1071,F,201504,2,10697683
1072,F,201504,3,7464440
1073,F,201504,4,58348470
1074,F,201504,5,63639856
1075,F,201504,6,33532967
1076,F,201504,7,16014500
1077,F,201504,8,70111397
1078,F,201504,9,18963467
1079,F,201504,10,176568960
1080,F,201504,11,77007920
1081,F,201504,12,53891498
1082,F,201504,13,63182240
1083,F,201504,14,139641650
1084,F,201504,15,54915202
1085,F,201504,16,73872870
1086,F,201504,17,58389252
1087,F,201504,18,86844180
1088,F,201504,19,52809340
1089,F,201504,20,66287910
1090,F,201504,21,28449230
1091,F,201504,22,24442780
1092,F,201504,23,13538580
1093,F,201504,24,30402840
1094,F,201504,25,5088820
1095,F,201504,26,102185040
1096,F,201504,27,23967800
1097,F,201504,28,11542470
1098,F,201504,29,131497410
1099,F,201504,30,54148310
1100,F,201504,31,62713440
1101,F,201504,32,2685140
1102,F,201504,33,54818684
1103,F,201504,35,1458430
1104,F,201504,36,10274630
1105,F,201504,37,22078750
1106,F,201504,38,56016264
1107,F,201504,42,15000
1108,F,201504,43,121906680
1109,F,201504,44,20741000
1110,F,201504,45,41170530
1111,F,201504,46,65180648
1112,F,201504,47,39704449
1113,F,201504,48,96681972
1114,F,201504,49,4597720
1115,F,201504,50,3142525
1116,F,201504,51,64723670
1117,F,201504,52,116085607
1118,F,201504,53,32738235
1119,F,201504,54,14280951
1120,F,201504,55,33832031
1121,F,201504,56,13509098
1122,F,201504,57,12000697
1123,F,201504,63,18426119
1124,F,201504,64,35116559
1125,F,201504,65,47575739
1126,F,201504,66,39929110
1127,F,201504,67,49973355
1128,F,201504,68,16212646
1129,F,201504,69,5243900
1130,F,201504,70,9318600
1131,F,201504,71,37566670
1132,F,201504,72,36306867
1133,F,201504,73,30712480
1134,F,201504,74,90999750
1135,F,201504,75,39067470
1136,F,201504,76,8513742
1137,F,201504,77,11086030
1138,F,201504,78,9117443
1139,F,201504,79,33444128
1140,F,201504,80,16799020
1141,F,201504,81,15427970
1142,F,201504,82,41404680
1143,F,201504,83,24982526
1144,F,201504,84,29216390
1145,F,201504,85,512800
1146,F,201504,86,12155700
1147,F,201504,87,17585640
1148,F,201504,88,16149630
1149,F,201504,89,39812700
1150,F,201504,90,182489810
1151,F,201504,91,41643741
1152,F,201504,92,46072045
1153,F,201505,1,43695608
1154,F,201505,2,11186469
1155,F,201505,3,7663120
1156,F,201505,4,44934040
1157,F,201505,5,64530232
1158,F,201505,6,29506417
1159,F,201505,7,20614090
1160,F,201505,8,83983113
1161,F,201505,9,19934459
1162,F,201505,10,179598340
1163,F,201505,11,83053850
1164,F,201505,12,56141970
1165,F,201505,13,65870860
1166,F,201505,14,134917060
1167,F,201505,15,66096160
1168,F,201505,16,83705070
1169,F,201505,17,72836230
1170,F,201505,18,93011009
1171,F,201505,19,47998840
1172,F,201505,20,67565130
1173,F,201505,21,25324650
1174,F,201505,22,19384050
1175,F,201505,23,10945440
1176,F,201505,24,24610500
1177,F,201505,25,5866150
1178,F,201505,26,155751135
1179,F,201505,27,31584700
1180,F,201505,28,13156340
1181,F,201505,29,144982540
1182,F,201505,30,61874710
1183,F,201505,31,69996250
1184,F,201505,32,3349400
1185,F,201505,33,66291560
1186,F,201505,35,2739790
1187,F,201505,36,17601990
1188,F,201505,37,27548790
1189,F,201505,38,55648346
1190,F,201505,40,29900
1191,F,201505,42,8900
1192,F,201505,43,130507310
1193,F,201505,44,19876500
1194,F,201505,45,38096450
1195,F,201505,46,72143425
1196,F,201505,47,49602628
1197,F,201505,48,102487802
1198,F,201505,49,4655550
1199,F,201505,50,5050430
1200,F,201505,51,62079920
1201,F,201505,52,143945882
1202,F,201505,53,23636664
1203,F,201505,54,17915632
1204,F,201505,55,36528703
1205,F,201505,56,13628839
1206,F,201505,57,11532981
1207,F,201505,63,18433851
1208,F,201505,64,62245305
1209,F,201505,65,51884603
1210,F,201505,66,41570000
1211,F,201505,67,50715112
1212,F,201505,68,20728660
1213,F,201505,69,5745010
1214,F,201505,70,8980180
1215,F,201505,71,40076870
1216,F,201505,72,35138048
1217,F,201505,73,33289860
1218,F,201505,74,96297420
1219,F,201505,75,44641460
1220,F,201505,76,14263060
1221,F,201505,77,11335921
1222,F,201505,78,9077230
1223,F,201505,79,32662517
1224,F,201505,80,14615700
1225,F,201505,81,15428230
1226,F,201505,82,51150862
1227,F,201505,83,26204468
1228,F,201505,84,24558500
1229,F,201505,85,3224150
1230,F,201505,86,14877230
1231,F,201505,87,17968580
1232,F,201505,88,15051410
1233,F,201505,89,44313260
1234,F,201505,90,205888270
1235,F,201505,91,48158147
1236,F,201505,92,40376622
1237,F,201506,1,42793632
1238,F,201506,2,10358023
1239,F,201506,3,6277260
1240,F,201506,4,46921930
1241,F,201506,5,61185642
1242,F,201506,6,36934633
1243,F,201506,7,22409510
1244,F,201506,8,65436691
1245,F,201506,9,17221493
1246,F,201506,10,178813840
1247,F,201506,11,105043793
1248,F,201506,12,61491670
1249,F,201506,13,60818780
1250,F,201506,14,114445160
1251,F,201506,15,63125550
1252,F,201506,16,77665190
1253,F,201506,17,85055160
1254,F,201506,18,86867280
1255,F,201506,19,56248430
1256,F,201506,20,72073310
1257,F,201506,21,25301420
1258,F,201506,22,14531010
1259,F,201506,23,16654630
1260,F,201506,24,19363080
1261,F,201506,25,5666280
1262,F,201506,26,88491250
1263,F,201506,27,26045770
1264,F,201506,28,9728250
1265,F,201506,29,117813300
1266,F,201506,30,39061260
1267,F,201506,31,45258620
1268,F,201506,32,2445700
1269,F,201506,33,62822820
1270,F,201506,35,4081900
1271,F,201506,36,13628990
1272,F,201506,37,20420200
1273,F,201506,38,56241796
1274,F,201506,41,139000
1275,F,201506,42,7900
1276,F,201506,43,134105620
1277,F,201506,44,18459200
1278,F,201506,45,29632180
1279,F,201506,46,65119177
1280,F,201506,47,52104711
1281,F,201506,48,129067475
1282,F,201506,49,4323100
1283,F,201506,50,4984080
1284,F,201506,51,45242480
1285,F,201506,52,151299564
1286,F,201506,53,11751470
1287,F,201506,54,16720085
1288,F,201506,55,30669816
1289,F,201506,56,12461961
1290,F,201506,57,11320052
1291,F,201506,63,17000889
1292,F,201506,64,63372265
1293,F,201506,65,57425907
1294,F,201506,66,58431160
1295,F,201506,67,44530602
1296,F,201506,68,15754050
1297,F,201506,69,6348480
1298,F,201506,70,6206310
1299,F,201506,71,29681180
1300,F,201506,72,39917620
1301,F,201506,73,35741060
1302,F,201506,74,97277170
1303,F,201506,75,42122080
1304,F,201506,76,10164273
1305,F,201506,77,11684080
1306,F,201506,78,9279394
1307,F,201506,79,30733415
1308,F,201506,80,16454560
1309,F,201506,81,16409410
1310,F,201506,82,41947397
1311,F,201506,83,26404953
1312,F,201506,84,23362130
1313,F,201506,85,817200
1314,F,201506,86,13948610
1315,F,201506,87,18452350
1316,F,201506,88,17148650
1317,F,201506,89,40406560
1318,F,201506,90,167687580
1319,F,201506,91,40715619
1320,F,201506,92,40016098
1321,F,201507,1,45800149
1322,F,201507,2,11115943
1323,F,201507,3,6256460
1324,F,201507,4,50225844
1325,F,201507,5,59577858
1326,F,201507,6,37543525
1327,F,201507,7,26170470
1328,F,201507,8,82478769
1329,F,201507,9,21495619
1330,F,201507,10,179663870
1331,F,201507,11,91611260
1332,F,201507,12,63890710
1333,F,201507,13,67977200
1334,F,201507,14,130965900
1335,F,201507,15,72250430
1336,F,201507,16,86175690
1337,F,201507,17,87569990
1338,F,201507,18,92141910
1339,F,201507,19,53484490
1340,F,201507,20,80568020
1341,F,201507,21,27653770
1342,F,201507,22,16106020
1343,F,201507,23,15297440
1344,F,201507,24,21393020
1345,F,201507,25,6550580
1346,F,201507,26,116529310
1347,F,201507,27,28203340
1348,F,201507,28,12285830
1349,F,201507,29,113707060
1350,F,201507,30,35726810
1351,F,201507,31,46104150
1352,F,201507,32,2921590
1353,F,201507,33,65683580
1354,F,201507,35,14685280
1355,F,201507,36,13631120
1356,F,201507,37,25833630
1357,F,201507,38,56279882
1358,F,201507,40,10000
1359,F,201507,42,29900
1360,F,201507,43,145484860
1361,F,201507,44,17849100
1362,F,201507,45,30266010
1363,F,201507,46,74066290
1364,F,201507,47,73007356
1365,F,201507,48,112868741
1366,F,201507,49,5510450
1367,F,201507,50,5098400
1368,F,201507,51,54086180
1369,F,201507,52,189942353
1370,F,201507,53,8286560
1371,F,201507,54,18456292
1372,F,201507,55,30383839
1373,F,201507,56,12201372
1374,F,201507,57,10817784
1375,F,201507,63,18126430
1376,F,201507,64,46578010
1377,F,201507,65,46388030
1378,F,201507,66,43663800
1379,F,201507,67,51743653
1380,F,201507,68,14669170
1381,F,201507,69,6852740
1382,F,201507,70,10148250
1383,F,201507,71,32086560
1384,F,201507,72,34985386
1385,F,201507,73,40288870
1386,F,201507,74,103128950
1387,F,201507,75,32442890
1388,F,201507,76,8928206
1389,F,201507,77,12595777
1390,F,201507,78,8975713
1391,F,201507,79,37831700
1392,F,201507,80,17205850
1393,F,201507,81,17352440
1394,F,201507,82,54248711
1395,F,201507,83,27096498
1396,F,201507,84,25627350
1397,F,201507,85,204500
1398,F,201507,86,14996650
1399,F,201507,87,22100110
1400,F,201507,88,18088440
1401,F,201507,89,39485700
1402,F,201507,90,190063200
1403,F,201507,91,39254830
1404,F,201507,92,30529665
1405,F,201508,1,43827526
1406,F,201508,2,11028460
1407,F,201508,3,6651750
1408,F,201508,4,57376580
1409,F,201508,5,64391291
1410,F,201508,6,60561727
1411,F,201508,7,28240400
1412,F,201508,8,86025937
1413,F,201508,9,22831755
1414,F,201508,10,180457002
1415,F,201508,11,95265190
1416,F,201508,12,59664450
1417,F,201508,13,58862080
1418,F,201508,14,123565190
1419,F,201508,15,69961070
1420,F,201508,16,88076320
1421,F,201508,17,76737000
1422,F,201508,18,95835080
1423,F,201508,19,62398880
1424,F,201508,20,79159900
1425,F,201508,21,28289330
1426,F,201508,22,15934110
1427,F,201508,23,12992370
1428,F,201508,24,22546510
1429,F,201508,25,6520810
1430,F,201508,26,107499080
1431,F,201508,27,28694290
1432,F,201508,28,11538570
1433,F,201508,29,91732700
1434,F,201508,30,26762610
1435,F,201508,31,40081000
1436,F,201508,32,1962000
1437,F,201508,33,54430020
1438,F,201508,35,13258990
1439,F,201508,36,10093260
1440,F,201508,37,27835700
1441,F,201508,38,57349325
1442,F,201508,41,36000
1443,F,201508,42,39000
1444,F,201508,43,148632040
1445,F,201508,44,14879900
1446,F,201508,45,33610830
1447,F,201508,46,84139009
1448,F,201508,47,48932694
1449,F,201508,48,115239413
1450,F,201508,49,3376800
1451,F,201508,50,2865840
1452,F,201508,51,38230750
1453,F,201508,52,189304191
1454,F,201508,53,9094610
1455,F,201508,54,17808418
1456,F,201508,55,31732725
1457,F,201508,56,12774510
1458,F,201508,57,11538457
1459,F,201508,63,22669713
1460,F,201508,64,18432890
1461,F,201508,65,39570280
1462,F,201508,66,43101830
1463,F,201508,67,51305197
1464,F,201508,68,12978950
1465,F,201508,69,5882720
1466,F,201508,70,8086330
1467,F,201508,71,24521340
1468,F,201508,72,37899781
1469,F,201508,73,35547030
1470,F,201508,74,104317432
1471,F,201508,75,29184080
1472,F,201508,76,7586014
1473,F,201508,77,11828721
1474,F,201508,78,8840646
1475,F,201508,79,31473840
1476,F,201508,80,18938940
1477,F,201508,81,20403280
1478,F,201508,82,61231503
1479,F,201508,83,28122606
1480,F,201508,84,28441530
1481,F,201508,85,131660
1482,F,201508,86,15135770
1483,F,201508,87,21525140
1484,F,201508,88,13756880
1485,F,201508,89,44198420
1486,F,201508,90,148167650
1487,F,201508,91,45822234
1488,F,201508,92,40446315
1489,F,201509,1,49040543
1490,F,201509,2,13864717
1491,F,201509,3,6737320
1492,F,201509,4,59384610
1493,F,201509,5,57306271
1494,F,201509,6,51488712
1495,F,201509,7,23635510
1496,F,201509,8,74257982
1497,F,201509,9,18291206
1498,F,201509,10,166809360
1499,F,201509,11,186852210
1500,F,201509,12,189603160
1501,F,201509,13,84182780
1502,F,201509,14,111341070
1503,F,201509,15,63442520
1504,F,201509,16,107287720
1505,F,201509,17,65727130
1506,F,201509,18,86695440
1507,F,201509,19,114616140
1508,F,201509,20,70493940
1509,F,201509,21,22993490
1510,F,201509,22,15078560
1511,F,201509,23,12675900
1512,F,201509,24,20205320
1513,F,201509,25,5787080
1514,F,201509,26,111038450
1515,F,201509,27,23788470
1516,F,201509,28,14807620
1517,F,201509,29,107132770
1518,F,201509,30,35856250
1519,F,201509,31,77404000
1520,F,201509,32,1804400
1521,F,201509,33,47183270
1522,F,201509,35,1455400
1523,F,201509,36,10698970
1524,F,201509,37,23304960
1525,F,201509,38,60690967
1526,F,201509,43,128844230
1527,F,201509,44,14472500
1528,F,201509,45,39709930
1529,F,201509,46,103025417
1530,F,201509,47,35846202
1531,F,201509,48,103150896
1532,F,201509,49,2827030
1533,F,201509,50,2771070
1534,F,201509,51,47279650
1535,F,201509,52,125360702
1536,F,201509,53,7697312
1537,F,201509,54,16114499
1538,F,201509,55,36086532
1539,F,201509,56,14313252
1540,F,201509,57,15737742
1541,F,201509,63,22736013
1542,F,201509,64,16336150
1543,F,201509,65,37410267
1544,F,201509,66,36710110
1545,F,201509,67,48787317
1546,F,201509,68,18102190
1547,F,201509,69,5263770
1548,F,201509,70,5203570
1549,F,201509,71,25080250
1550,F,201509,72,34706466
1551,F,201509,73,26302800
1552,F,201509,74,87464710
1553,F,201509,75,110480300
1554,F,201509,76,12534572
1555,F,201509,77,14393056
1556,F,201509,78,16251464
1557,F,201509,79,37634061
1558,F,201509,80,20596410
1559,F,201509,81,28666130
1560,F,201509,82,101796689
1561,F,201509,83,28788435
1562,F,201509,84,32546770
1563,F,201509,85,222000
1564,F,201509,86,12256540
1565,F,201509,87,17753080
1566,F,201509,88,15581250
1567,F,201509,89,42187700
1568,F,201509,90,239213050
1569,F,201509,91,45664283
1570,F,201509,92,113292557
1571,F,201510,1,34274162
1572,F,201510,2,9324214
1573,F,201510,3,1498340
1574,F,201510,4,47064350
1575,F,201510,5,49258999
1576,F,201510,6,35439810
1577,F,201510,7,23276556
1578,F,201510,8,44372352
1579,F,201510,9,17525379
1580,F,201510,10,140392300
1581,F,201510,11,65416900
1582,F,201510,12,44835330
1583,F,201510,13,52433200
1584,F,201510,14,114903500
1585,F,201510,15,50069820
1586,F,201510,16,64196340
1587,F,201510,17,56171540
1588,F,201510,18,83080990
1589,F,201510,19,42271070
1590,F,201510,20,58289390
1591,F,201510,21,21676840
1592,F,201510,22,15658900
1593,F,201510,23,11727290
1594,F,201510,24,17731820
1595,F,201510,25,4869600
1596,F,201510,26,93080250
1597,F,201510,27,19331900
1598,F,201510,28,8912710
1599,F,201510,29,127244800
1600,F,201510,30,47423100
1601,F,201510,31,57834690
1602,F,201510,32,3232800
1603,F,201510,33,52438180
1604,F,201510,35,1697900
1605,F,201510,36,7186760
1606,F,201510,37,31772380
1607,F,201510,38,44336904
1608,F,201510,40,29000
1609,F,201510,43,104553670
1610,F,201510,44,17109500
1611,F,201510,45,26242000
1612,F,201510,46,88809421
1613,F,201510,47,31678254
1614,F,201510,48,104264834
1615,F,201510,49,6602770
1616,F,201510,50,6221270
1617,F,201510,51,41453320
1618,F,201510,52,85982948
1619,F,201510,53,6824422
1620,F,201510,54,12660882
1621,F,201510,55,29309604
1622,F,201510,56,13759742
1623,F,201510,57,10778133
1624,F,201510,63,11359616
1625,F,201510,64,10586904
1626,F,201510,65,33999898
1627,F,201510,66,35803210
1628,F,201510,67,37935739
1629,F,201510,68,12871230
1630,F,201510,69,4875640
1631,F,201510,70,5250590
1632,F,201510,71,40059450
1633,F,201510,72,29251158
1634,F,201510,73,32628080
1635,F,201510,74,83692120
1636,F,201510,75,28656270
1637,F,201510,76,13592035
1638,F,201510,77,9528926
1639,F,201510,78,8441083
1640,F,201510,79,33708148
1641,F,201510,80,19636705
1642,F,201510,81,19347420
1643,F,201510,82,60144334
1644,F,201510,83,20658910
1645,F,201510,84,28556420
1646,F,201510,85,2605960
1647,F,201510,86,10728070
1648,F,201510,87,16566680
1649,F,201510,88,15434020
1650,F,201510,89,38284879
1651,F,201510,90,137317840
1652,F,201510,91,34197102
1653,F,201510,92,42942511
1654,F,201511,1,34553453
1655,F,201511,2,10133803
1656,F,201511,4,44112170
1657,F,201511,5,59110957
1658,F,201511,6,39072875
1659,F,201511,7,19116902
1660,F,201511,8,52955590
1661,F,201511,9,16733481
1662,F,201511,10,149268000
1663,F,201511,11,77618870
1664,F,201511,12,47559020
1665,F,201511,13,59483690
1666,F,201511,14,161609170
1667,F,201511,15,43662830
1668,F,201511,16,73067100
1669,F,201511,17,64049550
1670,F,201511,18,92037190
1671,F,201511,19,52645870
1672,F,201511,20,67546670
1673,F,201511,21,23157780
1674,F,201511,22,18923000
1675,F,201511,23,17687740
1676,F,201511,24,26279640
1677,F,201511,25,4995910
1678,F,201511,26,93357230
1679,F,201511,27,23840450
1680,F,201511,28,11407260
1681,F,201511,29,168952850
1682,F,201511,30,59987470
1683,F,201511,31,64562510
1684,F,201511,32,2869100
1685,F,201511,33,64321130
1686,F,201511,35,1315990
1687,F,201511,36,7569890
1688,F,201511,37,39347335
1689,F,201511,38,51974284
1690,F,201511,40,116000
1691,F,201511,43,114706320
1692,F,201511,44,18714600
1693,F,201511,45,31240240
1694,F,201511,46,104546780
1695,F,201511,47,31906024
1696,F,201511,48,114236963
1697,F,201511,49,6333800
1698,F,201511,50,7481890
1699,F,201511,51,47042890
1700,F,201511,52,82726937
1701,F,201511,53,9180660
1702,F,201511,54,15269528
1703,F,201511,55,28248417
1704,F,201511,56,16113408
1705,F,201511,57,11353739
1706,F,201511,63,10021287
1707,F,201511,64,12501671
1708,F,201511,65,32518093
1709,F,201511,66,54188170
1710,F,201511,67,42523149
1711,F,201511,68,17900510
1712,F,201511,69,6384240
1713,F,201511,70,8720750
1714,F,201511,71,32391750
1715,F,201511,72,33329884
1716,F,201511,73,38289180
1717,F,201511,74,103330700
1718,F,201511,75,33695170
1719,F,201511,76,12134284
1720,F,201511,77,10701508
1721,F,201511,78,9943221
1722,F,201511,79,44343931
1723,F,201511,80,19064469
1724,F,201511,81,19625126
1725,F,201511,82,85038814
1726,F,201511,83,23270379
1727,F,201511,84,23381600
1728,F,201511,85,4126740
1729,F,201511,86,12369110
1730,F,201511,87,25881500
1731,F,201511,88,22443550
1732,F,201511,89,43725470
1733,F,201511,90,180596590
1734,F,201511,91,45312521
1735,F,201511,92,42536512
1736,F,201512,1,39793299
1737,F,201512,2,9912353
1738,F,201512,4,44943130
1739,F,201512,5,58300168
1740,F,201512,6,39399493
1741,F,201512,7,22886630
1742,F,201512,8,51427487
1743,F,201512,9,20051735
1744,F,201512,10,150887250
1745,F,201512,11,76160210
1746,F,201512,12,44806130
1747,F,201512,13,66286270
1748,F,201512,14,134369450
1749,F,201512,15,44456670
1750,F,201512,16,82053330
1751,F,201512,17,53996550
1752,F,201512,18,85730030
1753,F,201512,19,50865175
1754,F,201512,20,61902820
1755,F,201512,21,26629460
1756,F,201512,22,15670550
1757,F,201512,23,10247880
1758,F,201512,24,34169590
1759,F,201512,25,5730490
1760,F,201512,26,202995450
1761,F,201512,27,24621330
1762,F,201512,28,10669700
1763,F,201512,29,146486580
1764,F,201512,30,48070940
1765,F,201512,31,50980280
1766,F,201512,32,3082600
1767,F,201512,33,66361280
1768,F,201512,35,2350200
1769,F,201512,36,9629110
1770,F,201512,37,50284910
1771,F,201512,38,56988403
1772,F,201512,40,73000
1773,F,201512,43,117255540
1774,F,201512,44,18058700
1775,F,201512,45,40226770
1776,F,201512,46,90906850
1777,F,201512,47,41365015
1778,F,201512,48,117253586
1779,F,201512,49,6095500
1780,F,201512,50,6433500
1781,F,201512,51,42174300
1782,F,201512,52,109173696
1783,F,201512,53,12324642
1784,F,201512,54,17664859
1785,F,201512,55,25169631
1786,F,201512,56,15851380
1787,F,201512,57,15120647
1788,F,201512,63,11093399
1789,F,201512,64,16199480
1790,F,201512,65,32266331
1791,F,201512,66,41857540
1792,F,201512,67,52723719
1793,F,201512,68,19185430
1794,F,201512,69,5846020
1795,F,201512,70,10736240
1796,F,201512,71,32210080
1797,F,201512,72,44303541
1798,F,201512,73,43404430
1799,F,201512,74,112791420
1800,F,201512,75,43175430
1801,F,201512,76,14800537
1802,F,201512,77,13253857
1803,F,201512,78,10806383
1804,F,201512,79,47774604
1805,F,201512,80,19833778
1806,F,201512,81,21139446
1807,F,201512,82,91174582
1808,F,201512,83,24334766
1809,F,201512,84,23354290
1810,F,201512,85,3579300
1811,F,201512,86,11992420
1812,F,201512,87,25896780
1813,F,201512,88,17107140
1814,F,201512,89,44989930
1815,F,201512,90,139521710
1816,F,201512,91,44762301
1817,F,201512,92,40288618
