성별,구매일자,대분류코드,구매금액
M,20140505,17,592460
M,20140506,1,1526195
M,20140506,2,260790
M,20140506,3,996065
M,20140506,4,535732
M,20140506,5,1137652
M,20140506,6,269460
M,20140506,7,754770
M,20140506,8,264370
M,20140506,9,289920
M,20140506,10,175940
M,20140506,11,491930
M,20140506,12,670490
M,20140506,13,894800
M,20140506,14,362940
M,20140506,15,868090
M,20140506,16,564850
M,20140506,17,701920
M,20140507,1,1646415
M,20140507,2,1808940
M,20140507,3,2031538
M,20140507,4,833211
M,20140507,5,1155174
M,20140507,6,413262
M,20140507,7,949980
M,20140507,8,337100
M,20140507,9,459280
M,20140507,10,276860
M,20140507,11,618660
M,20140507,12,703780
M,20140507,13,7638350
M,20140507,14,525680
M,20140507,15,1962590
M,20140507,16,1533830
M,20140507,17,724450
M,20140508,1,1283831
M,20140508,2,866670
M,20140508,3,1422690
M,20140508,4,607086
M,20140508,5,1390584
M,20140508,6,274190
M,20140508,7,716750
M,20140508,8,381480
M,20140508,9,492930
M,20140508,10,328620
M,20140508,11,694000
M,20140508,12,588820
M,20140508,13,6718180
M,20140508,14,506760
M,20140508,15,1413590
M,20140508,16,2006670
M,20140508,17,585480
M,20140509,1,1015865
M,20140509,2,692340
M,20140509,3,1031512
M,20140509,4,557018
M,20140509,5,1098812
M,20140509,6,350193
M,20140509,7,787380
M,20140509,8,332050
M,20140509,9,236820
M,20140509,10,210160
M,20140509,11,551250
M,20140509,12,765610
M,20140509,13,767590
M,20140509,14,515000
M,20140509,15,964610
M,20140509,16,792090
M,20140509,17,704770
M,20140510,1,1600220
M,20140510,2,305290
M,20140510,3,1009748
M,20140510,4,556535
M,20140510,5,1349478
M,20140510,6,374025
M,20140510,7,797090
M,20140510,8,380420
M,20140510,9,336900
M,20140510,10,258480
M,20140510,11,770320
M,20140510,12,1083320
M,20140510,13,750450
M,20140510,14,269310
M,20140510,15,784620
M,20140510,16,716220
M,20140510,17,570140
M,20140511,1,264290
M,20140511,2,69500
M,20140511,3,267614
M,20140511,4,136264
M,20140511,5,271204
M,20140511,6,84380
M,20140511,7,166500
M,20140511,8,121910
M,20140511,9,59620
M,20140511,10,35570
M,20140511,11,102370
M,20140511,12,148990
M,20140511,13,192370
M,20140511,14,92090
M,20140511,15,215840
M,20140511,16,251930
M,20140511,17,140320
M,20140512,1,1149147
M,20140512,2,429780
M,20140512,3,1431559
M,20140512,4,443513
M,20140512,5,1121182
M,20140512,6,307920
M,20140512,7,1051090
M,20140512,8,393800
M,20140512,9,206920
M,20140512,10,214990
M,20140512,11,558360
M,20140512,12,587690
M,20140512,13,710620
M,20140512,14,466130
M,20140512,15,886800
M,20140512,16,942200
M,20140512,17,459920
M,20140513,1,1625168
M,20140513,2,491710
M,20140513,3,936398
M,20140513,4,569497
M,20140513,5,1081614
M,20140513,6,207140
M,20140513,7,788250
M,20140513,8,480840
M,20140513,9,286530
M,20140513,10,214460
M,20140513,11,643060
M,20140513,12,506740
M,20140513,13,720100
M,20140513,14,501810
M,20140513,15,639310
M,20140513,16,744840
M,20140513,17,431000
M,20140514,1,1214736
M,20140514,2,530910
M,20140514,3,1179920
M,20140514,4,508418
M,20140514,5,645501
M,20140514,6,306426
M,20140514,7,683860
M,20140514,8,404720
M,20140514,9,274400
M,20140514,10,192060
M,20140514,11,708690
M,20140514,12,808150
M,20140514,13,659130
M,20140514,14,386450
M,20140514,15,2047122
M,20140514,16,610360
M,20140514,17,689850
M,20140515,1,1311681
M,20140515,2,259030
M,20140515,3,1057012
M,20140515,4,433523
M,20140515,5,850140
M,20140515,6,259320
M,20140515,7,789920
M,20140515,8,318760
M,20140515,9,357850
M,20140515,10,124460
M,20140515,11,554030
M,20140515,12,627560
M,20140515,13,827890
M,20140515,14,505210
M,20140515,15,689052
M,20140515,16,400050
M,20140515,17,687540
M,20140516,1,1003039
M,20140516,2,599390
M,20140516,3,941922
M,20140516,4,673230
M,20140516,5,770412
M,20140516,6,213790
M,20140516,7,780080
M,20140516,8,397510
M,20140516,9,422310
M,20140516,10,189780
M,20140516,11,688440
M,20140516,12,726430
M,20140516,13,635600
M,20140516,14,300540
M,20140516,15,816820
M,20140516,16,958100
M,20140516,17,405550
M,20140517,1,1726456
M,20140517,2,188580
M,20140517,3,962991
M,20140517,4,407806
M,20140517,5,1185909
M,20140517,6,277909
M,20140517,7,790400
M,20140517,8,338590
M,20140517,9,320320
M,20140517,10,211320
M,20140517,11,671030
M,20140517,12,871990
M,20140517,13,814780
M,20140517,14,433690
M,20140517,15,2366785
M,20140517,16,864670
M,20140517,17,392110
M,20140518,1,1028699
M,20140518,2,560290
M,20140518,3,1146726
M,20140518,4,292571
M,20140518,5,851029
M,20140518,6,393016
M,20140518,7,694070
M,20140518,8,299340
M,20140518,9,297290
M,20140518,10,145980
M,20140518,11,584480
M,20140518,12,733110
M,20140518,13,707440
M,20140518,14,342980
M,20140518,15,745190
M,20140518,16,598920
M,20140518,17,431780
M,20140519,1,1080423
M,20140519,2,343430
M,20140519,3,1128751
M,20140519,4,561375
M,20140519,5,851923
M,20140519,6,247300
M,20140519,7,810180
M,20140519,8,403000
M,20140519,9,242560
M,20140519,10,218980
M,20140519,11,689090
M,20140519,12,369780
M,20140519,13,771040
M,20140519,14,292130
M,20140519,15,1700200
M,20140519,16,614230
M,20140519,17,429370
M,20140520,1,1094799
M,20140520,2,436950
M,20140520,3,1159688
M,20140520,4,428574
M,20140520,5,874158
M,20140520,6,308600
M,20140520,7,821260
M,20140520,8,308340
M,20140520,9,268350
M,20140520,10,216230
M,20140520,11,543180
M,20140520,12,911320
M,20140520,13,703930
M,20140520,14,575730
M,20140520,15,1839930
M,20140520,16,478230
M,20140520,17,374670
M,20140521,1,1226139
M,20140521,2,581780
M,20140521,3,1213405
M,20140521,4,378692
M,20140521,5,792660
M,20140521,6,310990
M,20140521,7,716780
M,20140521,8,396180
M,20140521,9,236680
M,20140521,10,177960
M,20140521,11,711420
M,20140521,12,674530
M,20140521,13,848860
M,20140521,14,325140
M,20140521,15,965682
M,20140521,16,661200
M,20140521,17,493570
M,20140522,1,1305891
M,20140522,2,480390
M,20140522,3,1127791
M,20140522,4,367066
M,20140522,5,848179
M,20140522,6,383451
M,20140522,7,717650
M,20140522,8,292240
M,20140522,9,296150
M,20140522,10,229220
M,20140522,11,673360
M,20140522,12,662290
M,20140522,13,637590
M,20140522,14,269540
M,20140522,15,780900
M,20140522,16,640280
M,20140522,17,450680
M,20140523,1,1048161
M,20140523,2,301450
M,20140523,3,879665
M,20140523,4,441901
M,20140523,5,1167514
M,20140523,6,234350
M,20140523,7,1022220
M,20140523,8,295960
M,20140523,9,381940
M,20140523,10,238650
M,20140523,11,682160
M,20140523,12,1458590
M,20140523,13,1999050
M,20140523,14,236810
M,20140523,15,1297580
M,20140523,16,645610
M,20140523,17,328730
M,20140524,1,2023538
M,20140524,2,731190
M,20140524,3,1170539
M,20140524,4,489750
M,20140524,5,1813230
M,20140524,6,308670
M,20140524,7,730280
M,20140524,8,321650
M,20140524,9,423060
M,20140524,10,286570
M,20140524,11,5717300
M,20140524,12,971140
M,20140524,13,7595900
M,20140524,14,386720
M,20140524,15,900880
M,20140524,16,733610
M,20140524,17,751360
M,20140525,1,325360
M,20140525,2,102200
M,20140525,3,222562
M,20140525,4,101570
M,20140525,5,157860
M,20140525,6,86130
M,20140525,7,175360
M,20140525,8,140430
M,20140525,9,56920
M,20140525,10,50790
M,20140525,11,152310
M,20140525,12,178990
M,20140525,13,98040
M,20140525,14,37990
M,20140525,15,230570
M,20140525,16,231210
M,20140525,17,172170
M,20140526,1,1357376
M,20140526,2,1049330
M,20140526,3,1327262
M,20140526,4,426820
M,20140526,5,1180393
M,20140526,6,329372
M,20140526,7,987030
M,20140526,8,450730
M,20140526,9,418940
M,20140526,10,288690
M,20140526,11,690550
M,20140526,12,550120
M,20140526,13,949160
M,20140526,14,415610
M,20140526,15,1073980
M,20140526,16,1031940
M,20140526,17,520360
M,20140527,1,1106473
M,20140527,2,545750
M,20140527,3,1274287
M,20140527,4,524553
M,20140527,5,1012417
M,20140527,6,177540
M,20140527,7,762080
M,20140527,8,342350
M,20140527,9,246790
M,20140527,10,184150
M,20140527,11,650110
M,20140527,12,815190
M,20140527,13,1441900
M,20140527,14,411440
M,20140527,15,969340
M,20140527,16,974190
M,20140527,17,344540
M,20140528,1,1236615
M,20140528,2,382620
M,20140528,3,1236529
M,20140528,4,872696
M,20140528,5,1079372
M,20140528,6,213081
M,20140528,7,960740
M,20140528,8,312280
M,20140528,9,374040
M,20140528,10,141800
M,20140528,11,713290
M,20140528,12,730030
M,20140528,13,555960
M,20140528,14,333680
M,20140528,15,1838760
M,20140528,16,542080
M,20140528,17,757580
M,20140529,1,1356610
M,20140529,2,592490
M,20140529,3,920047
M,20140529,4,282676
M,20140529,5,663041
M,20140529,6,344028
M,20140529,7,788480
M,20140529,8,305420
M,20140529,9,385930
M,20140529,10,242230
M,20140529,11,685190
M,20140529,12,703440
M,20140529,13,677190
M,20140529,14,312350
M,20140529,15,2564210
M,20140529,16,524240
M,20140529,17,388150
M,20140530,1,1351441
M,20140530,2,214680
M,20140530,3,925342
M,20140530,4,357338
M,20140530,5,822081
M,20140530,6,346174
M,20140530,7,754660
M,20140530,8,360520
M,20140530,9,426510
M,20140530,10,203140
M,20140530,11,688820
M,20140530,12,870910
M,20140530,13,547030
M,20140530,14,286810
M,20140530,15,2591500
M,20140530,16,692260
M,20140530,17,594520
M,20140531,1,1458823
M,20140531,2,382460
M,20140531,3,793776
M,20140531,4,345641
M,20140531,5,1236022
M,20140531,6,220770
M,20140531,7,862730
M,20140531,8,310730
M,20140531,9,444530
M,20140531,10,229290
M,20140531,11,753810
M,20140531,12,931890
M,20140531,13,613590
M,20140531,14,302810
M,20140531,15,2576530
M,20140531,16,11738710
M,20140531,17,668640
M,20140601,1,1221498
M,20140601,2,267440
M,20140601,3,819074
M,20140601,4,409040
M,20140601,5,839566
M,20140601,6,151310
M,20140601,7,699850
M,20140601,8,256710
M,20140601,9,351580
M,20140601,10,200260
M,20140601,11,504420
M,20140601,12,724020
M,20140601,13,605870
M,20140601,14,244200
M,20140601,15,601580
M,20140601,16,747010
M,20140601,17,865980
M,20140602,1,1102018
M,20140602,2,308090
M,20140602,3,905872
M,20140602,4,327677
M,20140602,5,754077
M,20140602,6,149100
M,20140602,7,754260
M,20140602,8,347610
M,20140602,9,258240
M,20140602,10,183420
M,20140602,11,649660
M,20140602,12,536500
M,20140602,13,549230
M,20140602,14,366280
M,20140602,15,2020060
M,20140602,16,708600
M,20140602,17,583760
M,20140603,1,640182
M,20140603,2,314170
M,20140603,3,1048159
M,20140603,4,376654
M,20140603,5,973593
M,20140603,6,230520
M,20140603,7,639320
M,20140603,8,357390
M,20140603,9,208230
M,20140603,10,157850
M,20140603,11,586810
M,20140603,12,756060
M,20140603,13,1259180
M,20140603,14,440110
M,20140603,15,785290
M,20140603,16,444970
M,20140603,17,443430
M,20140604,1,2182579
M,20140604,2,3253890
M,20140604,3,1768104
M,20140604,4,838981
M,20140604,5,2022494
M,20140604,6,297820
M,20140604,7,1083730
M,20140604,8,458710
M,20140604,9,611640
M,20140604,10,359160
M,20140604,11,1803510
M,20140604,12,835780
M,20140604,13,1741030
M,20140604,14,811770
M,20140604,15,3627740
M,20140604,16,8413610
M,20140604,17,644170
M,20140605,1,1549886
M,20140605,2,2331740
M,20140605,3,1296935
M,20140605,4,780478
M,20140605,5,1786022
M,20140605,6,372080
M,20140605,7,743350
M,20140605,8,447230
M,20140605,9,597810
M,20140605,10,358600
M,20140605,11,1273300
M,20140605,12,1095920
M,20140605,13,1686540
M,20140605,14,605180
M,20140605,15,1136000
M,20140605,16,2055820
M,20140605,17,453720
M,20140606,1,975543
M,20140606,2,341870
M,20140606,3,918584
M,20140606,4,442195
M,20140606,5,1664523
M,20140606,6,186060
M,20140606,7,598000
M,20140606,8,268950
M,20140606,9,412330
M,20140606,10,212650
M,20140606,11,719970
M,20140606,12,1069660
M,20140606,13,783100
M,20140606,14,333730
M,20140606,15,767340
M,20140606,16,482140
M,20140606,17,452920
M,20140607,1,1133026
M,20140607,2,409960
M,20140607,3,1196049
M,20140607,4,528280
M,20140607,5,1637102
M,20140607,6,373060
M,20140607,7,846920
M,20140607,8,270770
M,20140607,9,332030
M,20140607,10,190990
M,20140607,11,766480
M,20140607,12,877760
M,20140607,13,639170
M,20140607,14,649070
M,20140607,15,883980
M,20140607,16,831880
M,20140607,17,623090
M,20140608,1,405040
M,20140608,2,92790
M,20140608,3,285516
M,20140608,4,128730
M,20140608,5,408729
M,20140608,6,108390
M,20140608,7,193620
M,20140608,8,71960
M,20140608,9,78850
M,20140608,10,31300
M,20140608,11,159140
M,20140608,12,189800
M,20140608,13,236630
M,20140608,14,141510
M,20140608,15,232150
M,20140608,16,194090
M,20140608,17,301890
M,20140609,1,1054123
M,20140609,2,515470
M,20140609,3,1192189
M,20140609,4,537612
M,20140609,5,960017
M,20140609,6,244130
M,20140609,7,998410
M,20140609,8,344380
M,20140609,9,302870
M,20140609,10,291890
M,20140609,11,843850
M,20140609,12,610600
M,20140609,13,833650
M,20140609,14,706900
M,20140609,15,932920
M,20140609,16,1075120
M,20140609,17,624930
M,20140610,1,982649
M,20140610,2,192960
M,20140610,3,1075737
M,20140610,4,353416
M,20140610,5,926708
M,20140610,6,239530
M,20140610,7,674370
M,20140610,8,289920
M,20140610,9,360130
M,20140610,10,170680
M,20140610,11,609200
M,20140610,12,579880
M,20140610,13,822490
M,20140610,14,634260
M,20140610,15,1909370
M,20140610,16,731590
M,20140610,17,596400
M,20140611,1,1195827
M,20140611,2,449280
M,20140611,3,1071070
M,20140611,4,481790
M,20140611,5,875822
M,20140611,6,197170
M,20140611,7,816650
M,20140611,8,293670
M,20140611,9,204430
M,20140611,10,151310
M,20140611,11,576930
M,20140611,12,589880
M,20140611,13,4475510
M,20140611,14,586000
M,20140611,15,692480
M,20140611,16,679870
M,20140611,17,547450
M,20140612,1,1235978
M,20140612,2,329001
M,20140612,3,1014218
M,20140612,4,409343
M,20140612,5,1196081
M,20140612,6,224570
M,20140612,7,647130
M,20140612,8,314250
M,20140612,9,226430
M,20140612,10,258230
M,20140612,11,560760
M,20140612,12,540990
M,20140612,13,822600
M,20140612,14,496780
M,20140612,15,822940
M,20140612,16,889760
M,20140612,17,664280
M,20140613,1,1047160
M,20140613,2,500350
M,20140613,3,879585
M,20140613,4,477934
M,20140613,5,855644
M,20140613,6,298970
M,20140613,7,759740
M,20140613,8,373130
M,20140613,9,319250
M,20140613,10,309250
M,20140613,11,627500
M,20140613,12,707510
M,20140613,13,979410
M,20140613,14,393090
M,20140613,15,737320
M,20140613,16,671390
M,20140613,17,562650
M,20140614,1,1474037
M,20140614,2,316840
M,20140614,3,877747
M,20140614,4,1314130
M,20140614,5,1232063
M,20140614,6,297860
M,20140614,7,821110
M,20140614,8,325530
M,20140614,9,346630
M,20140614,10,297300
M,20140614,11,817500
M,20140614,12,1198300
M,20140614,13,877270
M,20140614,14,516470
M,20140614,15,1317650
M,20140614,16,932160
M,20140614,17,652460
M,20140615,1,1199935
M,20140615,2,348980
M,20140615,3,887358
M,20140615,4,535239
M,20140615,5,914255
M,20140615,6,317870
M,20140615,7,683760
M,20140615,8,338890
M,20140615,9,395030
M,20140615,10,216950
M,20140615,11,568810
M,20140615,12,668420
M,20140615,13,664490
M,20140615,14,455310
M,20140615,15,766070
M,20140615,16,662140
M,20140615,17,470840
M,20140616,1,897440
M,20140616,2,681060
M,20140616,3,919103
M,20140616,4,502133
M,20140616,5,1116555
M,20140616,6,211070
M,20140616,7,832280
M,20140616,8,335310
M,20140616,9,276900
M,20140616,10,222910
M,20140616,11,594880
M,20140616,12,627170
M,20140616,13,919690
M,20140616,14,414360
M,20140616,15,747550
M,20140616,16,1176720
M,20140616,17,389950
M,20140617,1,860976
M,20140617,2,462860
M,20140617,3,1034655
M,20140617,4,362900
M,20140617,5,678216
M,20140617,6,198688
M,20140617,7,790300
M,20140617,8,262640
M,20140617,9,354390
M,20140617,10,171900
M,20140617,11,527370
M,20140617,12,614140
M,20140617,13,719160
M,20140617,14,569100
M,20140617,15,672610
M,20140617,16,597500
M,20140617,17,622840
M,20140618,1,1424751
M,20140618,2,377530
M,20140618,3,1058326
M,20140618,4,546963
M,20140618,5,1080359
M,20140618,6,210870
M,20140618,7,807940
M,20140618,8,301450
M,20140618,9,367460
M,20140618,10,176000
M,20140618,11,716050
M,20140618,12,663940
M,20140618,13,614140
M,20140618,14,421670
M,20140618,15,902530
M,20140618,16,849460
M,20140618,17,596470
M,20140619,1,1488822
M,20140619,2,293210
M,20140619,3,1099708
M,20140619,4,408068
M,20140619,5,724342
M,20140619,6,245407
M,20140619,7,681320
M,20140619,8,236740
M,20140619,9,228820
M,20140619,10,208100
M,20140619,11,561720
M,20140619,12,625400
M,20140619,13,915450
M,20140619,14,506470
M,20140619,15,761846
M,20140619,16,688080
M,20140619,17,437350
M,20140620,1,1338572
M,20140620,2,286940
M,20140620,3,1050829
M,20140620,4,603250
M,20140620,5,890360
M,20140620,6,318680
M,20140620,7,862890
M,20140620,8,331930
M,20140620,9,290670
M,20140620,10,182280
M,20140620,11,624560
M,20140620,12,687020
M,20140620,13,517210
M,20140620,14,426670
M,20140620,15,852710
M,20140620,16,496060
M,20140620,17,737220
M,20140621,1,2127981
M,20140621,2,511720
M,20140621,3,1345713
M,20140621,4,814460
M,20140621,5,1589220
M,20140621,6,258280
M,20140621,7,1034340
M,20140621,8,472570
M,20140621,9,403670
M,20140621,10,273240
M,20140621,11,889990
M,20140621,12,1032370
M,20140621,13,902280
M,20140621,14,601600
M,20140621,15,1298868
M,20140621,16,22630000
M,20140621,17,755410
M,20140622,1,475290
M,20140622,2,47680
M,20140622,3,181124
M,20140622,4,52150
M,20140622,5,280322
M,20140622,6,96320
M,20140622,7,111310
M,20140622,8,89950
M,20140622,9,58010
M,20140622,10,34510
M,20140622,11,111650
M,20140622,12,139410
M,20140622,13,69740
M,20140622,14,92700
M,20140622,15,299820
M,20140622,16,113870
M,20140622,17,135150
M,20140623,1,1231155
M,20140623,2,638280
M,20140623,3,1305998
M,20140623,4,423670
M,20140623,5,833515
M,20140623,6,250360
M,20140623,7,1054130
M,20140623,8,416650
M,20140623,9,360950
M,20140623,10,232050
M,20140623,11,699370
M,20140623,12,786900
M,20140623,13,1113720
M,20140623,14,609460
M,20140623,15,1159150
M,20140623,16,773340
M,20140623,17,568700
M,20140624,1,1547889
M,20140624,2,1066520
M,20140624,3,1059346
M,20140624,4,625548
M,20140624,5,833791
M,20140624,6,251621
M,20140624,7,830920
M,20140624,8,292980
M,20140624,9,328750
M,20140624,10,121690
M,20140624,11,11596590
M,20140624,12,520820
M,20140624,13,756280
M,20140624,14,295340
M,20140624,15,747610
M,20140624,16,651330
M,20140624,17,490550
M,20140625,1,1501204
M,20140625,2,514730
M,20140625,3,982864
M,20140625,4,355415
M,20140625,5,681282
M,20140625,6,238120
M,20140625,7,697260
M,20140625,8,329320
M,20140625,9,397460
M,20140625,10,211680
M,20140625,11,647950
M,20140625,12,656880
M,20140625,13,923720
M,20140625,14,390590
M,20140625,15,1629360
M,20140625,16,742290
M,20140625,17,485690
M,20140626,1,1645729
M,20140626,2,720060
M,20140626,3,1014670
M,20140626,4,418666
M,20140626,5,939597
M,20140626,6,242510
M,20140626,7,705340
M,20140626,8,374790
M,20140626,9,290150
M,20140626,10,181290
M,20140626,11,731020
M,20140626,12,762160
M,20140626,13,468550
M,20140626,14,360840
M,20140626,15,703740
M,20140626,16,735780
M,20140626,17,568580
M,20140627,1,1168753
M,20140627,2,333598
M,20140627,3,864066
M,20140627,4,429110
M,20140627,5,1117834
M,20140627,6,218295
M,20140627,7,779270
M,20140627,8,373630
M,20140627,9,342200
M,20140627,10,196760
M,20140627,11,800340
M,20140627,12,812910
M,20140627,13,772130
M,20140627,14,307210
M,20140627,15,3775980
M,20140627,16,712150
M,20140627,17,410840
M,20140628,1,1294742
M,20140628,2,498430
M,20140628,3,840843
M,20140628,4,339300
M,20140628,5,867578
M,20140628,6,241810
M,20140628,7,700240
M,20140628,8,319130
M,20140628,9,437270
M,20140628,10,161740
M,20140628,11,666170
M,20140628,12,787790
M,20140628,13,518630
M,20140628,14,501830
M,20140628,15,807570
M,20140628,16,518250
M,20140628,17,403060
M,20140629,1,1017877
M,20140629,2,263960
M,20140629,3,718067
M,20140629,4,505983
M,20140629,5,1003158
M,20140629,6,291170
M,20140629,7,761290
M,20140629,8,233220
M,20140629,9,355800
M,20140629,10,235520
M,20140629,11,605000
M,20140629,12,597830
M,20140629,13,689230
M,20140629,14,271040
M,20140629,15,724750
M,20140629,16,522420
M,20140629,17,498110
M,20140630,1,1172256
M,20140630,2,611640
M,20140630,3,905005
M,20140630,4,378030
M,20140630,5,700615
M,20140630,6,192450
M,20140630,7,782860
M,20140630,8,298770
M,20140630,9,409120
M,20140630,10,215190
M,20140630,11,736330
M,20140630,12,541620
M,20140630,13,615330
M,20140630,14,551040
M,20140630,15,838440
M,20140630,16,2866330
M,20140630,17,358810
M,20140701,1,1218569
M,20140701,2,253310
M,20140701,3,930969
M,20140701,4,318820
M,20140701,5,821690
M,20140701,6,221820
M,20140701,7,743720
M,20140701,8,262150
M,20140701,9,310020
M,20140701,10,187530
M,20140701,11,693650
M,20140701,12,766600
M,20140701,13,543990
M,20140701,14,359870
M,20140701,15,707820
M,20140701,16,514920
M,20140701,17,609060
M,20140702,1,1774895
M,20140702,2,2437600
M,20140702,3,1669156
M,20140702,4,626140
M,20140702,5,2347990
M,20140702,6,328400
M,20140702,7,1124560
M,20140702,8,339300
M,20140702,9,518030
M,20140702,10,464380
M,20140702,11,741930
M,20140702,12,716720
M,20140702,13,4484160
M,20140702,14,2140960
M,20140702,15,3030030
M,20140702,16,15021270
M,20140702,17,1188000
M,20140703,1,1425302
M,20140703,2,2480030
M,20140703,3,1407300
M,20140703,4,663080
M,20140703,5,1153225
M,20140703,6,233150
M,20140703,7,858760
M,20140703,8,367520
M,20140703,9,565170
M,20140703,10,271880
M,20140703,11,725190
M,20140703,12,659690
M,20140703,13,3260960
M,20140703,14,1219800
M,20140703,15,2792320
M,20140703,16,3961380
M,20140703,17,524620
M,20140704,1,1045217
M,20140704,2,364020
M,20140704,3,1030003
M,20140704,4,408970
M,20140704,5,1237792
M,20140704,6,268170
M,20140704,7,643140
M,20140704,8,267530
M,20140704,9,321490
M,20140704,10,236190
M,20140704,11,707830
M,20140704,12,777080
M,20140704,13,626120
M,20140704,14,338930
M,20140704,15,596580
M,20140704,16,534300
M,20140704,17,245750
M,20140705,1,1322394
M,20140705,2,210180
M,20140705,3,1016395
M,20140705,4,601988
M,20140705,5,1293387
M,20140705,6,296100
M,20140705,7,888200
M,20140705,8,338270
M,20140705,9,374750
M,20140705,10,179800
M,20140705,11,885450
M,20140705,12,804460
M,20140705,13,668790
M,20140705,14,294400
M,20140705,15,942740
M,20140705,16,435290
M,20140705,17,424460
M,20140706,1,900833
M,20140706,2,172780
M,20140706,3,733635
M,20140706,4,366214
M,20140706,5,816240
M,20140706,6,175421
M,20140706,7,635090
M,20140706,8,349260
M,20140706,9,317210
M,20140706,10,126230
M,20140706,11,488200
M,20140706,12,491090
M,20140706,13,414740
M,20140706,14,223890
M,20140706,15,614920
M,20140706,16,458190
M,20140706,17,236110
M,20140707,1,1265457
M,20140707,2,704660
M,20140707,3,952907
M,20140707,4,466309
M,20140707,5,1361098
M,20140707,6,217640
M,20140707,7,921590
M,20140707,8,292960
M,20140707,9,278140
M,20140707,10,165580
M,20140707,11,809460
M,20140707,12,692720
M,20140707,13,677500
M,20140707,14,326220
M,20140707,15,708950
M,20140707,16,640230
M,20140707,17,411220
M,20140708,1,826595
M,20140708,2,333220
M,20140708,3,903694
M,20140708,4,371040
M,20140708,5,935625
M,20140708,6,244640
M,20140708,7,639560
M,20140708,8,207030
M,20140708,9,387590
M,20140708,10,234790
M,20140708,11,544030
M,20140708,12,597620
M,20140708,13,747410
M,20140708,14,424980
M,20140708,15,2486290
M,20140708,16,485760
M,20140708,17,447070
M,20140709,1,1264078
M,20140709,2,343180
M,20140709,3,743319
M,20140709,4,309730
M,20140709,5,1005021
M,20140709,6,201040
M,20140709,7,866770
M,20140709,8,269720
M,20140709,9,403750
M,20140709,10,249970
M,20140709,11,539980
M,20140709,12,700980
M,20140709,13,666390
M,20140709,14,393770
M,20140709,15,741800
M,20140709,16,11669280
M,20140709,17,521950
M,20140710,1,1124222
M,20140710,2,713960
M,20140710,3,869638
M,20140710,4,305494
M,20140710,5,850191
M,20140710,6,268960
M,20140710,7,714550
M,20140710,8,255760
M,20140710,9,357940
M,20140710,10,241120
M,20140710,11,581050
M,20140710,12,581900
M,20140710,13,566560
M,20140710,14,367210
M,20140710,15,707480
M,20140710,16,764580
M,20140710,17,798030
M,20140711,1,1063375
M,20140711,2,423660
M,20140711,3,1025964
M,20140711,4,1115310
M,20140711,5,1065283
M,20140711,6,298300
M,20140711,7,717950
M,20140711,8,422280
M,20140711,9,559250
M,20140711,10,328280
M,20140711,11,817580
M,20140711,12,913550
M,20140711,13,813020
M,20140711,14,242370
M,20140711,15,970445
M,20140711,16,707050
M,20140711,17,565810
M,20140712,1,1665036
M,20140712,2,449080
M,20140712,3,977711
M,20140712,4,839503
M,20140712,5,1648253
M,20140712,6,320466
M,20140712,7,968940
M,20140712,8,478480
M,20140712,9,562970
M,20140712,10,305430
M,20140712,11,722440
M,20140712,12,1222390
M,20140712,13,892190
M,20140712,14,411880
M,20140712,15,1021900
M,20140712,16,608320
M,20140712,17,724350
M,20140713,1,313954
M,20140713,2,76800
M,20140713,3,195871
M,20140713,4,45120
M,20140713,5,310695
M,20140713,6,34280
M,20140713,7,145590
M,20140713,8,70600
M,20140713,9,73010
M,20140713,10,32040
M,20140713,11,95630
M,20140713,12,167680
M,20140713,13,136040
M,20140713,14,63700
M,20140713,15,254560
M,20140713,16,152970
M,20140713,17,112300
M,20140714,1,1135747
M,20140714,2,418070
M,20140714,3,1183512
M,20140714,4,659623
M,20140714,5,824650
M,20140714,6,309900
M,20140714,7,1034760
M,20140714,8,455180
M,20140714,9,592140
M,20140714,10,298900
M,20140714,11,615960
M,20140714,12,533920
M,20140714,13,771570
M,20140714,14,380320
M,20140714,15,917280
M,20140714,16,626450
M,20140714,17,528180
M,20140715,1,915764
M,20140715,2,299750
M,20140715,3,815067
M,20140715,4,799210
M,20140715,5,1080137
M,20140715,6,326220
M,20140715,7,770250
M,20140715,8,315870
M,20140715,9,459360
M,20140715,10,162360
M,20140715,11,729070
M,20140715,12,547860
M,20140715,13,594150
M,20140715,14,329520
M,20140715,15,671120
M,20140715,16,780980
M,20140715,17,616950
M,20140716,1,1390752
M,20140716,2,510380
M,20140716,3,1128707
M,20140716,4,1345578
M,20140716,5,1079834
M,20140716,6,308830
M,20140716,7,822600
M,20140716,8,253500
M,20140716,9,366990
M,20140716,10,192580
M,20140716,11,586650
M,20140716,12,534450
M,20140716,13,842130
M,20140716,14,378230
M,20140716,15,1624540
M,20140716,16,670500
M,20140716,17,637140
M,20140717,1,1333106
M,20140717,2,435330
M,20140717,3,1051898
M,20140717,4,511927
M,20140717,5,1389907
M,20140717,6,279360
M,20140717,7,817800
M,20140717,8,307790
M,20140717,9,378840
M,20140717,10,166280
M,20140717,11,547380
M,20140717,12,581300
M,20140717,13,565270
M,20140717,14,257230
M,20140717,15,1725620
M,20140717,16,549430
M,20140717,17,530370
M,20140718,1,1846608
M,20140718,2,553380
M,20140718,3,934216
M,20140718,4,848310
M,20140718,5,1543346
M,20140718,6,523420
M,20140718,7,685390
M,20140718,8,422370
